Precinct,Address,DateTime,BlotterWeek,CrimeType,PoliceSaid,Arrest,Latitude,Longitude,JSDate
90,Flushing Avenue and Whipple Street,"April 6 2015, 9:00 p.m.",4/14/2015,robbery,"A woman, 24, was beaten and robbed by two men affiliated with a gang in Williamsburg last week, suffering a hairline fracture to her ribs, police said. One man grabbed her by the neck and threw her against the fence, punching and banging her on the chest, police said. The assault bruised her neck and chest and caused a hairline fracture to her rib, police said. The man then reached into her front pants pocket and took $200, police said. The second man yelled ""hey b*tch"" and ""shots' to the woman while pointing to his waist band, making her think that he might have a gun, police said. The woman was eventually able to call 911. Both men fled toward Broadway.",No,40.700212,-73.946334,"2015,04,14"
90,Varet Street and Graham Avenue,"Mar 17 2015, 3:00 p.m.",4/14/2015,burglary,"A man, 59, who went the hospital for a heart attack returned home to find $3,500 worth of property gone, police said. The man said he only remembered a red stretcher before blacking out and waking up at a hospital. When his wife returned home at 7:30 p.m. that night, she saw that bedroom drawers were open, police said. He went home on Tuesday, March 24 and found that $1,800 in cash, a $1,000 Movado watch and a $700 Rado watch were missing.",No,40.703053,-73.942495,"2015,04,14"
90,Graham Avenue and Cook Street,"April 11 2015, 2:20 p.m.",4/14/2015,assault,"A man, 30, was slashed by three acquaintances while on Graham Avenue, police said. One of the men said ""You looking for me?"" Another one said ""Come around the corner."" Two of the men then took out blades and slashed the victim's left arm.",No,40.702346,-73.942381,"2015,04,14"
90,Seigel Street and Bushwick Avenue,"April 2 2015, 2:00 p.m.",4/14/2015,grand larceny,"A man who was visiting his girlfriend in Williamsburg returned to his car to find his window smashed and nearly $1,500 worth of property gone, including emergency medical service bunker gear jackets, pants and helmets, a car charger and a stethoscope.",No,40.704799,-73.939374,"2015,04,14"
90,Grand Street and Lorimer Street,"April 5 2015, 11:00 p.m.",4/14/2015,grand larceny,"A man, 36, parked his car to meet a friend at a bar. When he returned, his rear passenger side window was broken, and $2,100 worth of property was gone, including a MacBook, eyeglasses and a bag of clothes.",No,40.711175,-73.948911,"2015,04,14"
90,Bushwick Avenue and Johnson Avenue,"April 9 2015, 12:30 a.m.",4/14/2015,grand larceny auto,"A man, 68, who parked his 1999 gray Dodge Caravan near his home returned in the morning to find it gone. It was worth about $1,800.",No,40.706918,-73.939715,"2015,04,14"
94,Graham Avenue and Metropolitan Avenue,"Mar 11 2015, 4:45 p.m.",3/22/2015,robbery,"A teen selling his Balenciaga sneakers off of Facebook said the buyer threatened to ""get physical"" and ran off with the designer kicks, police said. The teen initially followed the buyer, but the buyer caught on. ""If you keep following me, I'll take you to the blackside,"" the buyer told the victim, police said. The teen stopped following him.",,40.714678,-73.944186,"2015,03,22"
94,North 8th Street and Roebling,"Feb 26 2015, 9:00 a.m.",3/22/2015,ID theft,"A woman, 32, reported that someone used her TD Bank credit card to make several charges, totalling $5,927.23",,40.716806,-73.954585,"2015,03,22"
94,Metropolitan Avenue and Manhattan Avenue,"Mar 1 2015, 12:00 p.m.",3/22/2015,Grand Larceny,"A man who left his car doors unlocked in Williamsburg returned to find his MacBook Pro, briefcase and passport gone, police said. The man, 33, left a briefcase in front of the passenger seat and the doors unlocked, police said. He returned to the car around 1:30 p.m. and then drove to JFK airport and back, police said. He then realized that the briefcase was gone, police said. A credit card was used at a McDonald's in the Flatiron District and a Hess in Williamsburg.",,40.714371,-73.946071,"2015,03,22"
94,Berry Street and North Fourth,"Mar 14 2015, 1:00 p.m.",3/22/2015,Grand Larceny,"A woman, 37, left her wallet at the front desk of a gym while working out. When she returned, her wallet — including cash, a debit card, a credit card, and her keys — was gone.",,40.716969,-73.960779,"2015,03,22"
94,Russell Street and Norman Avenue,"Mar 9 2015, 2:00 a.m.",3/22/2015,Grand Larceny Auto,"A man, 70, parked his Ford E350 Van at Russel Street near Norman Avenue around 2 a.m. on Monday, March 9. When he returned the next morning around 7 a.m., the car was gone. There was no broken glass on the scene, police said.",,40.727485,-73.944806,"2015,03,22"
94,Manhattan Avenue and Green Street,"Mar 8 2015, 10 p.m.",3/22/2015,Grand Larceny,"A man who parked his car in Greenpoint to drop his parents off returned to find his wallet gone, police said. The man, 41, parked on Manhattan Avenue near Green Street around 10:00 p.m. on Sunday, March. 8, police said. He returned about a half hour later to find that someone had broken the passenger side window and taken his wallet, which included $120, a credit card and a college ID, police said.",,40.733747,-73.954843,"2015,03,22"
94,209 Bedford Ave.,"Mar 20 2015, 12:09 p.m.",3/22/2015,grand larceny,"An employee arrived at Nail It past noon to find 1,200 bottles of nail polish gone, worth about $7,500, police said. The burglar had gone through the basement door, police said.",,40.716803,40.716803,"2015,03,22"
94,Diamond Street and Driggs Avenue,"Mar 17 2015, 8:00 a.m.",3/22/2015,burglary,A man arrived home to find that someone had damaged the rear door and taken his MacBook Air.,,40.722968,-73.94536,"2015,03,22"
94,North Sixth Street and Roebling Street,"Mar 20 2015, 3 a.m.",3/22/2015,robbery,"A man, 37, was walking west on North Sixth Street near Roebling Street when a man approached him to ask for directions to the Bronx, police said. The man then showed a firearm and demanded the victim's wallet and iPhone, police said. He then struck the victim in the face with the gun, causing a cut in the victim's lower lip.",,40.715702,-73.95578,"2015,03,22"
94,Kingsland Avenue and Driggs Avenue,"Mar 16 2015, 5:10 p.m.",3/22/2015,robbery,"Dontay Cooper allegedly threatened a woman with a gun on Kingsland Avenue near Driggs Avenue, police said, taking cash, credit cards and an iPhone.",,40.72336,-73.941273,"2015,03,22"
94,North 12th Street and Kent Avenue,"Mar 20 2015, 11 p.m.",3/22/2015,grand larceny,"The man, 26, parked his car and returned at 3 a.m. to find the rear passenger side window broken. About $1,1950 worth of property was gone, including a Dell laptop, a scanner, a printer and a bag, police said.",,40.723073,-73.958716,"2015,03,22"
94,Maspeth Avenue and Conselyea Street,"Mar 17 2015, 11:11 p.m.",3/22/2015,robbery,"Dontay Cooper, 18, was charged with threatening a woman with a gun on Maspeth Avenue near Conselyea Street on Tuesday, March 17 at 11:11 p.m., the criminal complaint said, also taking cash and credit cards.",,40.715067,-73.946186,"2015,03,22"
94,Driggs Avenue and Graham Avenue,"Mar 29, 2015, 5:00 a.m.",4/1/2015,robbery,"A man, 32, who was driving in Greenpoint was robbed at gunpoint after being followed by six men in a white Jeep, police said. The Jeep Cherokee cut him off sevreal times, police said. The man got scared and turned onto Driggs Avenue in hopes of avoiding it, police said. But the Jeep followed him and eventually got in front of the victim's car, forcing the victim to go to a complete stop, police said.

A man then got out of the Jeep Cherokee and said ""Pull over now and give me the ring,"" police said. Another man pulled out a handgun, pointed it at the victim and said ""You think you're tough,"" according to police. A third man took out a bat and broke the windows of the victim's car, taking the victim's iPhone 6.

The men then returned to their car and drove away, police said.",,40.722725,-73.947461,"2015,04,01"
94,Woodpoint Road and Kingsland Avenue,"Mar 28, 2015, 12:05 a.m.",4/1/2015,robbery,"A man, 20, walking to the subway with his girlfriend was circled by two cyclists and robbed of his wallet, police said. One of the men approached him fron the front and circled behind him, striking him in the back of the head with an unknown sharp object and saying ""Don't move or I'll shoot,"" police said. The other man circled the victim from the front and said ""Where is your stuff?"" police said. The victim said he had property in his back pocket and handed over his wallet to the second man, police said. The two men on bicycles then left. The victim and his girlfriend walked the opposite direction.",,40.718675,-73.940492,"2015,04,01"
94,Norman Avenue and Diamond Street,"Mar 28, 2015, 10:05 a.m.",4/1/2015,assault,"A man, 29, said that during a dispute about collecting empty soda cans, a man hit him in the head with a rock, causing a cut.",,40.726821,-73.947541,"2015,04,01"
94,Franklin Street and Greenpoint Avenue,"Mar 29, 2015, 2:40 a.m.",4/1/2015,assault,"A man, 30, who was trying to break up a fight between his friend and a stranger on the street ended up getting hit with a tire iron in the back of his head, police said. His friend got into a verbal dispute with four men on the street, and the argument turned aggressive, police said. The four men then went into a black Ford SUV and fled the scene.",,40.729867,-73.957597,"2015,04,01"
94,Metropolitan Avenue and Lorimer Street,"Mar 27, 2015, 11:45 a.m.",4/1/2015,grand larceny,"A woman, 29, was walking up the stairs while transferring from the G train to the L train when she felt a backward tug of her shoulder bag. When she checked her bag, her wallet was gone.",,40.71408,-73.949389,"2015,04,01"
94,Bedford Avenue and North Seventh St.,"Mar 27, 2015, 8:20 a.m.",4/1/2015,grand larceny,"A man, 28, said he was bumped by another man while walking into the Bedford Avenue L train stop. When the subway doors closed, he realized that his wallet had been taken from his back pants pocket.",,40.717842,-73.957727,"2015,04,01"
94,Wythe Avenue and Berry Street,"Mar 27, 2015, 11:30 p.m.",4/1/2015,grand larceny,"A man, 29, said that the passenger side of his window had been broken into. About $2,200 worth of property was taken, including a Dell laptop, an iPad, a GPS, clothes and cash.",,40.715752,-73.962098,"2015,04,01"
94,Jackson Street and Kingsland Ave,"Mar 31, 2015, 5 p.m.",4/9/2015,assault,"A group of about teenage girls hit and threw bleach at two other teens in Williamsburg. One girl, 18, told police she was walking to a deli when a group of about ten teenage girls approached her. The victim was then hit on the side of the head with a blunt object, and some of the girls threw bleach at the victim's eyes and mouth, police said. Another girl, 16, also said she was at the corner when a teenage girl, 15, threw bleach at her, causing her bottom lip to swell and injury to her left eye, police said. The bleach also damaged the victim's sweatsuit, worth $130, police said. Four people were arrested for assault. One arrested girl was 15. All of them were juveniles and were not named.",,40.71709,-73.940224,"2015,04,09"
94,North 10th Street and Berry Street,"April 5, 2015, 2:20 a.m.",4/9/2015,assault,"A man, 32, said he was walking when four men and one woman across the street started shouting at him, police said. When the victim shouted back, the group ran across the street and hit him, police said. The man broke his left arm and suffered cuts to his right index finger and his chin, police said.",,40.720293,-73.957225,"2015,04,09"
94,Frost Street and Humboldt Street,"April 2, 2015, 11 p.m.",4/9/2015,grand larceny,"A woman, 26, was walking and reading her emails on her phone when a man came by and snatched it, police said.",,40.718226,-73.943285,"2015,04,09"
94,Berry Street and North 12th Street,"April 5, 2015, 12:50 a.m.",4/9/2015,grand larceny,"A man, 41, said he parked his car around 8 p.m. on April 4, police said. When he returned around 12:50 a.m., the rear passenger side window had been broken, with $1,800 worth of property gone, including cash, a Dell computer, a phone charger, harddrive and social security card gone.",,40.721397,-73.956038,"2015,04,09"
122,Richmond and Arthur Kill roads,March 23; 8:30 a.m.,26-Mar-2015,,"Anthony Saldibar, 42, threatened a woman with a hammer after the two got into a car accident. Saldibar was charged with menacing, criminal possession and harassment at his arraignment, the District Attorney's office said.",,40.561084,-74.169786,"2015,03,26"
121,Post Avenue,March 20; 4:10 p.m.,26-Mar-2015,,"Keith Goode, 31, molested and flashed a woman who lived in the same apartment building as him. Goode was charged with forcible touching, public lewdness and harassment at his arraignment, the District Attorney's office said.",,40.631614,-74.131917,"2015,03,26"
120,100 Richmond Terrace,March 20; 12:26 p.m.,26-Mar-2015,,"Jessica Graham, 33, kicked a police officer in the face while she was being put in a gurney after she was removed from a Family Court hearing. Graham was charged with assault, obstructing governmental administration and harassment at her arraignment, the District Attorney's office said.",,40.645085,-74.077636,"2015,03,26"
121,Richmond Terrace,March 19; 6:20 p.m.,26-Mar-2015,,"Chauncey Dudley, 38, Jeremy Pasker, 28, Omari Kelly, 35, Keren Pasker, 63, and Julian Pasker, 38, were arrested after police found 1.4 ounces of crack and other drugs inside their home. They were charged with criminal possession of a controlled substance, criminally using drug paraphernalia, unlawful possession of marijuana and use of devices to decode police transmissions, the District Attorney's office said.",,40.63985,-74.130217,"2015,03,26"
123,Page Avenue and Hylan Boulevard,April 15; 2:50 p.m.,17-Apr-2015,,"Jeffrey Pernicka, 25, intentionally crashed into an off-duty NYPD officer riding a motorcycle. The crash left the officer with a broken rib and seperated shoulder, prosecutors said.",,40.507725,-74.230106,
123,121 Green Valley Road,April 13; 11:45 p.m.,17-Apr-2015,,"Christopher Pantaleo, 37, allegedly stole a motorcycle then crashed it into a minivan the next day.",,40.549462,-74.195709,
121,884 Manor Road,April 14; 12:00 a.m.,17-Apr-2015,,"Randy Jackson, 29, was arrested for stealing cash from a bodega and used car lot in 2014.",,40.605083,-74.121174,
120,Canal and Bay streets,April 14; 3:20 a.m.,17-Apr-2015,,"Oscar Hernandez, 29, and Edwardo Avandanvo, 35, assaulted a woman on the street and took a cellphone, makeup and cash from her purse.",,40.626664,-74.075647,
